RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
6977,E_M_michael_caine.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
5974,E_M_tom_hankes.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2765,E_M_michael_caine.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
4596,P_F_hillary_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
3932,E_F_jennifer_aniston.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2689,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
4444,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
6354,E_M_robert_de_niro.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
4644,E_F_Kate_Winslet.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2858,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
5090,E_M_michael_caine.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
4734,E_M_tom_hankes.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
4738,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2123,E_F_angelina_jolie.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2113,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
4430,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
4843,P_F_tehresy_may.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
6770,E_F_jennifer_aniston.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
3861,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
1986,E_F_jennifer_aniston.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
3861,E_F_angelina_jolie.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2757,E_M_Hugh_Grant.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
3387,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
1930,P_F_nicola_sturgeon.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2038,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2033,E_F_jennifer_aniston.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2079,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2589,E_F_Kate_Winslet.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
4689,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
4301,P_M_george_Wbush.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
3345,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2725,E_M_tom_hankes.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2204,E_F_Kate_Winslet.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2352,E_M_robert_de_niro.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
3604,E_M_robert_de_niro.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2865,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
1991,E_F_angelina_jolie.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
3377,E_M_nicolas_cage.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
3257,E_F_jennifer_aniston.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
1943,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
8897,E_F_sandra_bullock.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2116,E_F_keira_knightley.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
4558,P_M_donald_trump.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
1959,E_F_keira_knightley.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2046,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
4973,P_M_donald_trump.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
6132,E_M_robert_de_niro.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
9306,E_F_Kate_Winslet.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
4269,E_M_robert_de_niro.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
10687,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
8471,E_F_keira_knightley.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2235,P_M_david_cameron.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2005,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2056,P_F_nicola_sturgeon.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2628,E_M_robert_de_niro.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2038,P_M_boris_johnson.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
4723,E_F_jennifer_aniston.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
3083,P_F_hillary_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
6559,E_M_Hugh_Grant.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2927,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
4216,P_F_nicola_sturgeon.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
11477,E_F_jennifer_aniston.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2857,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2880,E_M_Hugh_Grant.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
4102,E_F_sandra_bullock.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
2621,E_F_jennifer_aniston.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60b3b9173490db5d024e9886,"05/06/2022, 10:48:20"
