RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2260,P_M_david_cameron.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
6747,E_M_Hugh_Grant.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3733,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
6543,E_F_sandra_bullock.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3294,E_F_angelina_jolie.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2303,E_F_Judi_Dench.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3816,E_F_Kate_Winslet.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2766,E_F_Kate_Winslet.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2512,E_F_Kate_Winslet.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2528,P_F_nicola_sturgeon.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3147,E_F_Judi_Dench.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
6958,P_M_boris_johnson.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
4923,P_M_bill_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3060,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2408,E_M_nicolas_cage.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
5124,P_F_tehresy_may.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2372,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3574,P_F_tehresy_may.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
4317,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2393,P_F_nicola_sturgeon.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3264,E_F_Kate_Winslet.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3020,E_F_sandra_bullock.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2391,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3647,E_F_angelina_jolie.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2212,E_M_robert_de_niro.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2392,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2522,P_M_bill_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3344,E_F_angelina_jolie.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3064,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3003,E_F_keira_knightley.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3239,E_F_keira_knightley.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2732,E_F_Judi_Dench.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3735,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2507,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2594,E_M_robert_de_niro.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2568,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
5656,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2527,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2548,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
7651,E_M_robert_de_niro.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3011,E_F_Judi_Dench.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
4091,E_M_michael_caine.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2564,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3591,E_F_Judi_Dench.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
4579,E_F_jennifer_aniston.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
3888,E_M_Hugh_Grant.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
2607,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
4991,E_M_nicolas_cage.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
file,isFamiliar,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
E_F_angelina_jolie.png,0,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
P_M_donald_trump.png,0,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
E_F_Judi_Dench.png,0,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
E_M_robert_de_niro.png,0,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
P_M_george_Wbush.png,0,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
E_F_jennifer_aniston.png,0,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
E_M_michael_caine.png,0,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
P_M_david_cameron.png,1,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
E_M_nicolas_cage.png,0,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
E_M_Hugh_Grant.png,1,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
E_M_tom_hankes.png,0,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
P_M_bill_clinton.png,1,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
P_F_hillary_clinton.png,0,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
P_M_Tony_Blair.png,0,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
P_F_nicola_sturgeon.png,1,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
E_F_keira_knightley.png,0,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
E_F_Kate_Winslet.png,0,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
P_F_tehresy_may.png,0,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
P_M_boris_johnson.png,1,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
E_F_sandra_bullock.png,0,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
age: 29,gender: Female,handedness: left,615d74e5910ab5aa13e15292,"05/06/2022, 10:54:41"
