RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2638,E_M_robert_de_niro.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2156,E_F_Judi_Dench.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2587,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
file,isFamiliar,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
E_F_keira_knightley.png,0,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
E_F_Judi_Dench.png,1,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
P_M_boris_johnson.png,0,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
E_M_tom_hankes.png,0,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
P_F_hillary_clinton.png,1,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
E_F_sandra_bullock.png,1,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
E_F_angelina_jolie.png,1,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
E_M_robert_de_niro.png,1,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
E_M_michael_caine.png,0,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
P_M_donald_trump.png,0,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
P_M_david_cameron.png,0,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
P_M_george_Wbush.png,1,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
P_M_bill_clinton.png,0,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
E_F_Kate_Winslet.png,1,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
E_F_jennifer_aniston.png,0,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
E_M_nicolas_cage.png,0,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
P_M_Tony_Blair.png,0,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
E_M_Hugh_Grant.png,0,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
P_F_tehresy_may.png,0,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
P_F_nicola_sturgeon.png,0,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
age: 34,gender: Male,handedness: right,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
