RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2075,E_F_angelina_jolie.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2526,E_M_robert_de_niro.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
6347,E_M_Hugh_Grant.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
6637,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
1766,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2427,E_F_Kate_Winslet.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2515,E_F_jennifer_aniston.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2639,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2185,E_F_angelina_jolie.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
1683,E_F_Kate_Winslet.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2027,E_F_jennifer_aniston.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
1357,E_F_jennifer_aniston.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2750,E_M_Hugh_Grant.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
3438,E_F_keira_knightley.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2456,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2354,E_M_michael_caine.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2113,E_F_Judi_Dench.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2038,P_F_tehresy_may.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
1745,E_M_michael_caine.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2898,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
4489,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
4752,E_F_Judi_Dench.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2810,E_M_michael_caine.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
6998,E_F_Kate_Winslet.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2128,E_M_nicolas_cage.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2964,E_F_angelina_jolie.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
1929,P_F_tehresy_may.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
3143,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
3391,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
3246,E_F_Judi_Dench.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
1906,E_F_sandra_bullock.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2392,E_F_sandra_bullock.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2577,P_F_hillary_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
1723,P_F_hillary_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
3116,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
3251,E_M_michael_caine.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2638,E_F_Kate_Winslet.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
1881,E_M_Hugh_Grant.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
5745,P_F_nicola_sturgeon.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
3478,E_F_keira_knightley.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
1754,E_F_jennifer_aniston.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2427,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
1353,E_F_jennifer_aniston.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
4949,P_F_nicola_sturgeon.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2232,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
2159,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
1995,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
3763,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61103c9be7e087a12519d6fd,"05/06/2022, 10:49:21"
