RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3099,E_M_robert_de_niro.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
5196,E_F_jennifer_aniston.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
4148,E_M_Hugh_Grant.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3934,E_F_jennifer_aniston.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3834,E_F_keira_knightley.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
5601,E_M_tom_hankes.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3129,E_M_robert_de_niro.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
2514,E_F_Kate_Winslet.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
8415,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
2268,E_F_angelina_jolie.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
5284,E_F_Judi_Dench.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
4115,E_F_Kate_Winslet.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3583,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3201,E_M_michael_caine.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
4267,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3867,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
5467,E_F_angelina_jolie.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3429,P_F_hillary_clinton.png,P_F_nicola_sturgeon.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
4733,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
2634,E_M_Hugh_Grant.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3663,E_F_Kate_Winslet.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3596,P_F_nicola_sturgeon.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
4301,E_M_nicolas_cage.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
5596,E_F_keira_knightley.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
4716,E_M_nicolas_cage.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
8465,E_M_tom_hankes.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
5583,E_F_Kate_Winslet.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
5014,E_F_Judi_Dench.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
6834,E_F_Kate_Winslet.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3683,E_M_michael_caine.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
4251,E_F_Judi_Dench.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3216,E_F_sandra_bullock.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3251,E_F_Kate_Winslet.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
2499,E_F_sandra_bullock.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
2949,E_F_Judi_Dench.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
2197,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3700,E_M_nicolas_cage.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
9252,P_M_donald_trump.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
5183,E_F_keira_knightley.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
5365,E_M_michael_caine.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
2597,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3466,P_F_hillary_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
4431,P_F_hillary_clinton.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
4282,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3634,P_M_george_Wbush.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
1897,E_F_Judi_Dench.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
1982,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3279,E_M_nicolas_cage.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3750,E_F_sandra_bullock.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3951,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
4334,E_F_keira_knightley.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
2050,E_F_Kate_Winslet.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
3013,P_F_nicola_sturgeon.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
2283,E_M_Hugh_Grant.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
4348,P_F_hillary_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
7569,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
2650,E_M_Hugh_Grant.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
5113,E_M_tom_hankes.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
4817,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
file,isFamiliar,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
P_F_tehresy_may.png,0,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
P_F_hillary_clinton.png,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
P_M_david_cameron.png,0,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
E_M_robert_de_niro.png,0,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
E_M_nicolas_cage.png,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
E_F_keira_knightley.png,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
E_F_Kate_Winslet.png,0,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
P_F_nicola_sturgeon.png,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
P_M_bill_clinton.png,0,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
E_F_Judi_Dench.png,0,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
E_F_jennifer_aniston.png,0,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
P_M_george_Wbush.png,0,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
P_M_Tony_Blair.png,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
E_M_Hugh_Grant.png,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
E_M_michael_caine.png,0,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
P_M_donald_trump.png,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
P_M_boris_johnson.png,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
E_F_angelina_jolie.png,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
E_F_sandra_bullock.png,1,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
E_M_tom_hankes.png,0,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
age: 30,gender: Male,handedness: right,5d3cbfd33dcf870019c76677,"05/06/2022, 11:02:51"
