RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2722,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3205,E_M_robert_de_niro.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3849,E_F_Judi_Dench.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3276,E_F_Judi_Dench.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3276,E_M_michael_caine.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3796,E_M_michael_caine.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2563,E_F_sandra_bullock.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3760,P_F_tehresy_may.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
5011,E_M_Hugh_Grant.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2826,E_F_keira_knightley.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2439,E_F_angelina_jolie.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2987,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2765,E_M_Hugh_Grant.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2911,P_M_bill_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3479,E_F_jennifer_aniston.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
4479,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3541,E_M_nicolas_cage.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2742,P_M_boris_johnson.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2875,E_M_robert_de_niro.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3261,E_F_Judi_Dench.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2860,P_M_david_cameron.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2689,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3895,P_F_nicola_sturgeon.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3099,P_F_hillary_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2866,E_F_jennifer_aniston.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3120,P_F_hillary_clinton.png,P_F_nicola_sturgeon.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2788,E_F_Kate_Winslet.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3332,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
1963,E_F_angelina_jolie.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3400,E_F_angelina_jolie.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2967,E_M_Hugh_Grant.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2619,E_M_nicolas_cage.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2478,E_M_robert_de_niro.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
4484,E_F_Kate_Winslet.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2113,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2973,E_M_Hugh_Grant.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3401,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2971,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
4999,E_M_nicolas_cage.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3157,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2637,E_F_jennifer_aniston.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3284,E_M_michael_caine.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3414,E_F_Kate_Winslet.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2397,E_F_Judi_Dench.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2539,E_M_michael_caine.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2983,E_M_Hugh_Grant.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2817,E_M_nicolas_cage.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3097,P_M_george_Wbush.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2262,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2885,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3088,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3543,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
4685,E_F_Kate_Winslet.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
4142,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2771,E_F_Judi_Dench.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2770,E_M_robert_de_niro.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3276,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2147,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
4297,P_M_boris_johnson.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2865,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
3787,E_F_Judi_Dench.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
4246,E_F_Judi_Dench.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2694,E_M_tom_hankes.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
2648,E_F_keira_knightley.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0452d558d1c26aa28f6d18,"05/06/2022, 10:52:28"
