RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
3895,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2337,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
3330,P_F_tehresy_may.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
3447,E_M_tom_hankes.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2266,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
3111,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
3544,E_F_Judi_Dench.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2148,E_F_angelina_jolie.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2555,E_M_Hugh_Grant.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
3408,P_F_hillary_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2841,E_M_tom_hankes.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2220,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2953,E_F_Kate_Winslet.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2651,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2648,E_M_robert_de_niro.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
4909,E_F_angelina_jolie.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2281,P_M_donald_trump.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
3793,E_F_keira_knightley.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
4722,E_F_Kate_Winslet.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
4630,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2681,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
3642,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
3015,E_M_nicolas_cage.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2857,E_F_jennifer_aniston.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2605,E_F_jennifer_aniston.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2294,E_M_Hugh_Grant.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
4653,E_F_Judi_Dench.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
3816,P_M_bill_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
3045,E_M_Hugh_Grant.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
3395,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2276,E_M_michael_caine.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2847,E_F_jennifer_aniston.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2146,P_F_nicola_sturgeon.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2203,E_F_sandra_bullock.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2205,E_F_Kate_Winslet.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2308,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2536,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2006,E_M_Hugh_Grant.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2134,E_F_angelina_jolie.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2591,E_M_robert_de_niro.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2402,E_M_nicolas_cage.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2243,E_F_angelina_jolie.png,E_F_jennifer_aniston.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2014,E_F_sandra_bullock.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2554,E_M_nicolas_cage.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
3584,P_F_hillary_clinton.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2953,P_F_hillary_clinton.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
4180,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2495,E_F_Judi_Dench.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2144,E_M_Hugh_Grant.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2117,E_F_Judi_Dench.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2444,E_M_michael_caine.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2511,E_M_robert_de_niro.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
3004,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2706,E_F_sandra_bullock.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
4068,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
2963,E_F_keira_knightley.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
file,isFamiliar,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
P_M_george_Wbush.png,1,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
E_M_Hugh_Grant.png,1,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
P_M_bill_clinton.png,0,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
E_M_nicolas_cage.png,0,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
E_F_keira_knightley.png,0,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
E_M_michael_caine.png,0,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
E_F_jennifer_aniston.png,0,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
E_M_tom_hankes.png,0,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
P_F_hillary_clinton.png,1,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
P_M_Tony_Blair.png,0,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
P_M_donald_trump.png,0,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
P_F_nicola_sturgeon.png,1,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
P_M_david_cameron.png,0,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
P_F_tehresy_may.png,1,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
E_F_angelina_jolie.png,1,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
P_M_boris_johnson.png,1,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
E_F_Kate_Winslet.png,0,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
E_F_sandra_bullock.png,1,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
E_F_Judi_Dench.png,1,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
E_M_robert_de_niro.png,1,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
age: 33,gender: Male,handedness: right,5eaa2e6821f5961b9f4d9c04,"05/05/2022, 20:03:05"
