RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
2215,E_F_jennifer_aniston.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
2513,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
1891,P_M_boris_johnson.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
2220,P_F_nicola_sturgeon.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
1656,E_M_tom_hankes.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
1864,P_M_david_cameron.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
1464,P_M_bill_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
1408,P_M_boris_johnson.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
2239,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
1535,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
1310,E_F_jennifer_aniston.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
1092,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
1343,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
3929,E_F_jennifer_aniston.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
3018,E_F_keira_knightley.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
2343,E_M_michael_caine.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
file,isFamiliar,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
P_F_hillary_clinton.png,1,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
E_M_Hugh_Grant.png,0,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
P_F_tehresy_may.png,0,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
E_F_sandra_bullock.png,1,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
P_M_david_cameron.png,0,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
P_F_nicola_sturgeon.png,0,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
E_M_nicolas_cage.png,1,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
E_M_tom_hankes.png,0,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
E_F_Judi_Dench.png,1,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
P_M_boris_johnson.png,0,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
E_M_michael_caine.png,0,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
P_M_Tony_Blair.png,0,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
E_F_angelina_jolie.png,1,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
P_M_donald_trump.png,0,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
P_M_bill_clinton.png,0,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
E_M_robert_de_niro.png,1,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
E_F_Kate_Winslet.png,1,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
E_F_jennifer_aniston.png,0,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
E_F_keira_knightley.png,0,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
P_M_george_Wbush.png,1,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
age: 31,gender: Male,handedness: right,5fa3f95e37e424055200c834,"05/06/2022, 10:50:33"
