RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4180,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
6777,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4640,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
6615,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3375,E_F_jennifer_aniston.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4488,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5672,P_M_boris_johnson.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3360,E_F_keira_knightley.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3850,E_F_Judi_Dench.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5655,P_F_nicola_sturgeon.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4384,P_F_tehresy_may.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5607,E_M_robert_de_niro.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2775,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3783,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3040,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3727,E_F_Judi_Dench.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3680,E_M_nicolas_cage.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4594,E_F_sandra_bullock.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3065,E_F_angelina_jolie.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
6935,E_F_Kate_Winslet.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5735,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4463,E_M_Hugh_Grant.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4766,E_F_angelina_jolie.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
6749,E_F_sandra_bullock.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5935,E_F_Kate_Winslet.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5656,E_F_Judi_Dench.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4574,E_F_jennifer_aniston.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4400,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4263,E_M_tom_hankes.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5303,E_M_Hugh_Grant.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4822,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3620,E_M_nicolas_cage.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4742,E_F_Judi_Dench.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3182,E_F_angelina_jolie.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3003,E_F_Kate_Winslet.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4967,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2747,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3762,E_F_keira_knightley.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3307,E_M_nicolas_cage.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3276,E_M_Hugh_Grant.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3232,E_F_sandra_bullock.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3352,P_F_tehresy_may.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3429,E_F_sandra_bullock.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5512,E_F_angelina_jolie.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4034,E_F_Judi_Dench.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5969,E_F_angelina_jolie.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5375,P_M_bill_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3552,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2888,E_M_michael_caine.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2951,P_M_boris_johnson.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3223,E_F_sandra_bullock.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2965,E_F_Judi_Dench.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3527,P_M_bill_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3775,E_M_tom_hankes.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3633,E_F_jennifer_aniston.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4800,E_M_michael_caine.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
8361,P_F_hillary_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3841,E_F_Kate_Winslet.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3859,P_F_nicola_sturgeon.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4816,E_M_Hugh_Grant.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3600,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5576,E_M_michael_caine.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5152,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5928,E_F_Kate_Winslet.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3599,E_F_jennifer_aniston.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4263,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
6714,E_F_keira_knightley.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5793,E_F_sandra_bullock.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3271,E_F_Kate_Winslet.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3121,P_F_hillary_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5686,E_M_robert_de_niro.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3910,P_F_nicola_sturgeon.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3676,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4906,E_F_angelina_jolie.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3661,P_M_donald_trump.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4092,E_M_michael_caine.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4604,P_F_tehresy_may.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2986,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3139,E_M_nicolas_cage.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5750,E_M_nicolas_cage.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4296,E_F_Judi_Dench.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4207,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
6368,E_F_jennifer_aniston.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2263,E_F_jennifer_aniston.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
6422,E_F_Kate_Winslet.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4888,E_F_angelina_jolie.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4751,P_F_hillary_clinton.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
7006,P_M_george_Wbush.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4327,E_F_angelina_jolie.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4015,E_F_jennifer_aniston.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4640,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3160,P_M_donald_trump.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3618,E_F_Judi_Dench.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5576,P_M_bill_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
44723,E_F_keira_knightley.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4783,P_F_nicola_sturgeon.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2938,E_M_michael_caine.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
42836,E_F_keira_knightley.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
7126,P_F_nicola_sturgeon.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4560,E_F_angelina_jolie.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
6367,P_M_boris_johnson.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5864,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3498,E_F_angelina_jolie.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5663,E_F_angelina_jolie.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5504,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3129,P_F_hillary_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4167,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3504,E_F_Kate_Winslet.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
6102,P_F_hillary_clinton.png,P_F_nicola_sturgeon.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
6816,E_M_michael_caine.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
6082,E_F_Kate_Winslet.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4819,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
6384,E_F_keira_knightley.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3452,P_F_hillary_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5636,E_M_robert_de_niro.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2736,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4206,E_M_robert_de_niro.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
9447,E_F_jennifer_aniston.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3767,E_F_Judi_Dench.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4128,E_F_Judi_Dench.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3014,E_M_Hugh_Grant.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4400,P_F_tehresy_may.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3650,P_M_boris_johnson.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3546,E_F_sandra_bullock.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3609,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3076,E_M_tom_hankes.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3387,P_M_david_cameron.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5130,E_M_Hugh_Grant.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4028,E_M_robert_de_niro.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3912,E_M_tom_hankes.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
