RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2232,E_F_sandra_bullock.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
3367,E_F_keira_knightley.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2574,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2854,E_M_Hugh_Grant.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2333,E_F_Kate_Winslet.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
3457,E_M_tom_hankes.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2294,E_M_robert_de_niro.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
3834,E_F_Judi_Dench.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2153,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2401,E_F_Kate_Winslet.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2609,E_F_sandra_bullock.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
5300,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
1701,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
3001,P_M_bill_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2339,E_M_robert_de_niro.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2346,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
6216,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2167,E_F_Kate_Winslet.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2122,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2633,E_F_Kate_Winslet.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2364,P_M_boris_johnson.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
1846,E_M_michael_caine.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2323,E_F_sandra_bullock.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2197,E_F_keira_knightley.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2015,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2349,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
1959,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2305,E_M_Hugh_Grant.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2115,E_M_Hugh_Grant.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2328,E_M_Hugh_Grant.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2914,E_F_sandra_bullock.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2974,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
3734,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2541,E_F_Judi_Dench.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
1966,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
3452,E_F_jennifer_aniston.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2566,E_F_angelina_jolie.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2872,E_F_keira_knightley.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2335,P_M_david_cameron.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2741,E_F_angelina_jolie.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2739,E_M_robert_de_niro.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
1781,E_M_michael_caine.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
3069,P_F_hillary_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
2793,E_M_Hugh_Grant.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
1666,E_M_michael_caine.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
3823,P_F_hillary_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
file,isFamiliar,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
P_M_boris_johnson.png,0,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
E_F_Judi_Dench.png,0,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
P_M_Tony_Blair.png,0,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
E_F_Kate_Winslet.png,0,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
E_F_keira_knightley.png,0,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
E_M_michael_caine.png,1,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
P_M_david_cameron.png,0,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
E_M_tom_hankes.png,0,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
E_F_sandra_bullock.png,1,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
P_M_bill_clinton.png,0,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
P_F_hillary_clinton.png,1,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
P_M_george_Wbush.png,1,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
P_F_nicola_sturgeon.png,0,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
P_F_tehresy_may.png,0,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
E_M_Hugh_Grant.png,0,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
E_M_nicolas_cage.png,0,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
P_M_donald_trump.png,0,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
E_F_jennifer_aniston.png,0,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
E_M_robert_de_niro.png,1,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
E_F_angelina_jolie.png,0,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
age: 30,gender: Female,handedness: right,613f5ef7141058c43504c178,"05/06/2022, 10:51:36"
